label,arm,fh,rows,dispatched_bytes,used_bytes,byte_follow_through,replay_mismatches,mean_abs_gap_blocks,max_abs_gap_blocks,frac_large_gap,mean_read_kib,frac_monotonic,frac_straddle,obj_size,cold_first_run_reads,cold_reentry_reads,cold_net_waste_bytes,cold_gross_waste_bytes
met,a,973,1,0,0,NaN,0,0.213867,0.213867,0.000000,128.000,0.000000,0.000000,301740437,1,0,917504,917504
met,a,1008,1,0,0,NaN,0,0.232910,0.232910,0.000000,100.000,0.000000,0.000000,301740437,1,0,946176,946176
met,a,974,1,0,0,NaN,0,0.229492,0.229492,0.000000,28.000,0.000000,0.000000,301740437,1,0,1019904,1019904
met,a,1000,1,0,0,NaN,0,0.276367,0.276367,0.000000,128.000,0.000000,0.000000,301740437,1,0,917504,917504
met,a,997,1,0,0,NaN,0,0.291992,0.291992,0.000000,128.000,0.000000,0.000000,301740437,1,0,917504,917504
met,a,1007,1,0,0,NaN,0,0.307617,0.307617,0.000000,96.000,0.000000,0.000000,301740437,1,0,950272,950272
met,a,993,1,0,0,NaN,0,0.319336,0.319336,0.000000,32.000,0.000000,0.000000,301740437,1,0,1015808,1015808
met,a,977,1,0,0,NaN,0,0.323242,0.323242,0.000000,128.000,0.000000,0.000000,301740437,1,0,917504,917504
met,a,975,1,0,0,NaN,0,0.338867,0.338867,0.000000,128.000,0.000000,0.000000,301740437,1,0,917504,917504
met,a,976,1,0,0,NaN,0,0.354492,0.354492,0.000000,128.000,0.000000,0.000000,301740437,1,0,917504,917504
met,a,968,1,0,0,NaN,0,0.370117,0.370117,0.000000,128.000,0.000000,1.000000,301740437,1,0,1007616,917504
met,a,966,2,0,0,NaN,0,0.231934,0.385742,0.000000,128.000,1.000000,0.000000,301740437,2,0,786432,917504
met,a,998,1,0,0,NaN,0,0.416992,0.416992,0.000000,128.000,0.000000,0.000000,301740437,1,0,917504,917504
met,a,987,1,0,0,NaN,0,0.448242,0.448242,0.000000,128.000,0.000000,0.000000,301740437,1,0,917504,917504
met,a,978,1,0,0,NaN,0,0.463867,0.463867,0.000000,128.000,0.000000,0.000000,301740437,1,0,917504,917504
met,a,991,1,0,0,NaN,0,0.495117,0.495117,0.000000,128.000,0.000000,1.000000,301740437,1,0,1007616,917504
met,a,1015,1,0,0,NaN,0,28.536621,28.536621,1.000000,4.000,0.000000,0.000000,301740437,1,0,1044480,1044480
met,a,1009,1,0,0,NaN,0,28.537109,28.537109,1.000000,4.000,0.000000,0.000000,301740437,1,0,1044480,1044480
met,a,1207,43,0,0,NaN,0,3.679382,14.569336,0.375000,100.500,0.857143,0.250000,301740437,6,0,2580480,2875392
met,a,1195,354,251658240,23134208,0.091927,0,4.532837,30.064453,0.375000,86.500,0.857143,0.125000,708758316,2,28,937984,2084864
met,a,1209,43,0,0,NaN,0,3.025208,12.749512,0.250000,87.500,1.000000,0.125000,301740437,4,0,2740224,3002368
met,a,1216,50,0,0,NaN,0,2.612915,12.237793,0.375000,79.500,1.000000,0.000000,301740437,4,0,1708032,2088960
met,a,1213,342,150994944,27312128,0.180881,0,13.943726,101.973633,0.375000,98.000,0.857143,0.125000,1217808214,2,0,831488,2080768
met,a,1210,42,0,0,NaN,0,2.978943,12.636230,0.375000,55.000,0.714286,0.000000,301740437,4,0,1777664,2080768
met,a,1205,640,278284118,74694656,0.268411,0,9.208130,65.276367,0.375000,98.000,0.857143,0.000000,1217808214,2,32,225280,2080768
met,a,1211,52,0,0,NaN,0,2.324463,12.205566,0.250000,98.000,1.000000,0.125000,301740437,4,0,1662976,2080768
met,a,1204,32,0,0,NaN,0,5.138184,13.280273,0.500000,98.000,0.857143,0.125000,301740437,6,0,2605056,2998272
met,a,1200,44,8388608,0,0.000000,0,2.316772,12.301758,0.250000,113.000,1.000000,0.250000,301740437,7,0,2383872,2875392
met,a,1208,46,0,0,NaN,0,5.185730,14.452148,0.500000,87.500,0.857143,0.125000,301740437,6,0,2641920,3035136
met,a,1203,45,8388608,0,0.000000,0,3.106506,12.992188,0.375000,99.500,0.714286,0.125000,301740437,4,0,1548288,2068480
met,a,1219,49,0,0,NaN,0,3.213379,10.562012,0.375000,96.000,1.000000,0.125000,301740437,4,0,1810432,1957888
met,a,1217,59,0,0,NaN,0,2.709595,11.731445,0.250000,88.500,1.000000,0.250000,301740437,6,0,2531328,2998272
met,a,1221,43,0,0,NaN,0,3.198486,13.163086,0.250000,97.000,1.000000,0.000000,301740437,6,0,1097728,2084864
met,a,1243,36,0,0,NaN,0,3.748901,15.360840,0.375000,98.500,0.714286,0.125000,301740437,5,0,1552384,1957888
met,a,1215,44,0,0,NaN,0,5.112976,12.995117,0.500000,62.500,0.714286,0.000000,301740437,3,0,1978368,2084864
met,a,1229,42,0,0,NaN,0,4.884949,12.749023,0.500000,91.000,0.857143,0.125000,301740437,3,0,1814528,1957888
met,a,1220,40,0,0,NaN,0,3.368103,14.666016,0.250000,112.500,0.857143,0.000000,301740437,6,0,1150976,1961984
met,a,1227,35,0,0,NaN,0,4.493591,13.029297,0.500000,116.500,0.857143,0.250000,301740437,3,0,1953792,1929216
met,a,1244,51,0,0,NaN,0,2.883057,12.420410,0.250000,107.500,1.000000,0.125000,301740437,6,0,1589248,1957888
met,a,1226,37,8139157,0,0.000000,0,3.037292,10.063965,0.375000,113.000,1.000000,0.000000,301740437,4,0,1433600,1957888
met,a,1212,44,0,0,NaN,0,4.026306,16.835449,0.375000,113.000,0.714286,0.000000,301740437,2,0,1556480,1957888
met,a,1253,42,0,0,NaN,0,4.628845,16.826660,0.375000,113.000,0.857143,0.000000,301740437,2,0,1564672,1957888
met,a,1254,27,0,0,NaN,0,5.953125,16.828613,0.625000,78.000,0.714286,0.000000,301740437,3,0,1982464,2007040
met,a,1214,39,0,0,NaN,0,0.727844,3.440918,0.375000,124.000,0.857143,0.250000,301740437,5,0,1433600,1835008
met,a,1232,43,0,0,NaN,0,2.312378,12.325684,0.250000,110.500,1.000000,0.000000,301740437,5,0,1138688,1957888
met,a,1218,41,8388608,0,0.000000,0,4.789001,13.020508,0.500000,73.500,0.857143,0.125000,301740437,3,0,1888256,1957888
met,a,1237,46,0,0,NaN,0,4.903748,18.358887,0.375000,112.500,0.857143,0.000000,301740437,3,0,1826816,1957888
met,a,1247,46,0,0,NaN,0,3.203613,13.225586,0.250000,128.000,1.000000,0.250000,301740437,6,0,2129920,2752512
met,a,1248,49,0,0,NaN,0,2.766663,13.232910,0.500000,122.500,0.857143,0.125000,301740437,2,0,2002944,1880064
met,a,1228,36,0,0,NaN,0,3.246765,14.729004,0.250000,128.000,0.857143,0.125000,301740437,6,0,1966080,2752512
met,a,1245,42,8388608,0,0.000000,0,2.889526,12.356934,0.250000,113.000,1.000000,0.125000,301740437,5,0,1687552,1957888
met,a,1236,36,16527765,524288,0.031722,0,2.727783,10.050293,0.375000,94.500,1.000000,0.125000,301740437,3,0,1867776,1957888
met,a,1234,42,0,0,NaN,0,2.833069,12.237793,0.375000,106.500,0.857143,0.125000,301740437,3,0,1617920,1835008
met,a,1231,41,0,0,NaN,0,3.843872,12.771484,0.375000,128.000,0.857143,0.125000,301740437,3,0,1200128,1835008
met,a,1241,47,8139157,0,0.000000,0,2.897461,12.228516,0.375000,128.000,1.000000,0.375000,301740437,3,0,1712128,1835008
met,a,1223,51,0,0,NaN,0,2.717834,11.785645,0.250000,128.000,1.000000,0.000000,301740437,5,0,987136,1835008
met,a,1238,376,260046848,44908544,0.172694,0,4.175903,33.136719,0.125000,107.000,1.000000,0.125000,708758316,29,34,4866048,7512064
met,a,1224,41,0,0,NaN,0,3.862366,14.390625,0.500000,107.500,0.571429,0.250000,301740437,5,0,1568768,1961984
met,a,1206,299,276824064,21258240,0.076793,0,8.738281,69.470703,0.125000,112.500,1.000000,0.125000,1217808214,72,77,1310720,10219520
